2019-07-29 00:00:00, 2019-08-02 00:00:00, nan, nan, nan, nan, nan, nan
2019-08-03 00:00:00, 2019-08-07 00:00:00, nan, nan, nan, nan, nan, nan
2019-08-08 00:00:00, 2019-08-12 00:00:00, nan, nan, nan, nan, nan, nan
2019-08-13 00:00:00, 2019-08-17 00:00:00, nan, nan, nan, nan, nan, nan
2019-08-18 00:00:00, 2019-08-22 00:00:00, nan, nan, nan, nan, nan, nan
2019-08-23 00:00:00, 2019-08-27 00:00:00, nan, nan, nan, nan, nan, nan
2019-08-28 00:00:00, 2019-09-01 00:00:00, nan, nan, nan, nan, nan, nan
2019-09-02 00:00:00, 2019-09-06 00:00:00, nan, nan, nan, nan, nan, nan
2019-09-07 00:00:00, 2019-09-11 00:00:00, nan, nan, nan, nan, nan, nan
2019-09-12 00:00:00, 2019-09-16 00:00:00, nan, nan, nan, nan, nan, nan
2019-09-17 00:00:00, 2019-09-21 00:00:00, nan, nan, nan, nan, nan, nan
2019-09-22 00:00:00, 2019-09-26 00:00:00, nan, nan, nan, nan, nan, nan
2019-09-27 00:00:00, 2019-10-01 00:00:00, nan, nan, nan, nan, nan, nan
2019-10-02 00:00:00, 2019-10-06 00:00:00, nan, nan, nan, nan, nan, nan
2019-10-07 00:00:00, 2019-10-11 00:00:00, nan, nan, nan, nan, nan, nan
2019-10-12 00:00:00, 2019-10-16 00:00:00, nan, nan, nan, nan, nan, nan
2019-10-17 00:00:00, 2019-10-21 00:00:00, nan, nan, nan, nan, nan, nan
2019-10-22 00:00:00, 2019-10-26 00:00:00, nan, nan, nan, nan, nan, nan
2019-10-27 00:00:00, 2019-10-31 00:00:00, nan, nan, nan, nan, nan, nan
2019-11-01 00:00:00, 2019-11-05 00:00:00, nan, nan, nan, nan, nan, nan
2019-11-06 00:00:00, 2019-11-10 00:00:00, nan, nan, nan, nan, nan, nan
2019-11-11 00:00:00, 2019-11-15 00:00:00, nan, nan, nan, nan, nan, nan
2019-11-16 00:00:00, 2019-11-20 00:00:00, nan, nan, nan, nan, nan, nan
2019-11-21 00:00:00, 2019-11-25 00:00:00, nan, nan, nan, nan, nan, nan
2019-11-26 00:00:00, 2019-11-30 00:00:00, nan, nan, nan, nan, nan, nan
2019-12-01 00:00:00, 2019-12-05 00:00:00, nan, nan, nan, nan, nan, nan
2019-12-06 00:00:00, 2019-12-10 00:00:00, nan, nan, nan, nan, nan, nan
2019-12-11 00:00:00, 2019-12-15 00:00:00, nan, nan, nan, nan, nan, nan
2019-12-16 00:00:00, 2019-12-20 00:00:00, nan, nan, nan, nan, nan, nan
2019-12-21 00:00:00, 2019-12-25 00:00:00, nan, nan, nan, nan, nan, nan
2019-12-26 00:00:00, 2019-12-30 00:00:00, nan, nan, nan, nan, nan, nan
2019-12-31 00:00:00, 2020-01-04 00:00:00, nan, nan, nan, nan, nan, nan
2020-01-05 00:00:00, 2020-01-09 00:00:00, nan, nan, nan, nan, nan, nan
2020-01-10 00:00:00, 2020-01-14 00:00:00, nan, nan, nan, nan, nan, nan
2020-01-15 00:00:00, 2020-01-19 00:00:00, nan, nan, nan, nan, nan, nan
2020-01-20 00:00:00, 2020-01-24 00:00:00, nan, nan, nan, nan, nan, nan
2020-01-25 00:00:00, 2020-01-29 00:00:00, nan, nan, nan, nan, nan, nan
2020-01-30 00:00:00, 2020-02-03 00:00:00, nan, nan, nan, nan, nan, nan
2020-02-04 00:00:00, 2020-02-08 00:00:00, nan, nan, nan, nan, nan, nan
2020-02-09 00:00:00, 2020-02-13 00:00:00, nan, nan, nan, nan, nan, nan
2020-02-14 00:00:00, 2020-02-18 00:00:00, nan, nan, nan, nan, nan, nan
2020-02-19 00:00:00, 2020-02-23 00:00:00, nan, nan, nan, nan, nan, nan
2020-02-24 00:00:00, 2020-02-28 00:00:00, nan, nan, nan, nan, nan, nan
2020-02-29 00:00:00, 2020-03-04 00:00:00, nan, nan, nan, nan, nan, nan
2020-03-05 00:00:00, 2020-03-09 00:00:00, nan, nan, nan, nan, nan, nan
2020-03-10 00:00:00, 2020-03-14 00:00:00, nan, nan, nan, nan, nan, nan
2020-03-15 00:00:00, 2020-03-19 00:00:00, nan, nan, nan, nan, nan, nan
2020-03-20 00:00:00, 2020-03-24 00:00:00, nan, nan, nan, nan, nan, nan
2020-03-25 00:00:00, 2020-03-29 00:00:00, nan, nan, nan, nan, nan, nan
2020-03-30 00:00:00, 2020-04-03 00:00:00, nan, nan, nan, nan, nan, nan
2020-04-04 00:00:00, 2020-04-08 00:00:00, nan, nan, nan, nan, nan, nan
2020-04-09 00:00:00, 2020-04-13 00:00:00, nan, nan, nan, nan, nan, nan
2020-04-14 00:00:00, 2020-04-18 00:00:00, nan, nan, nan, nan, nan, nan
2020-04-19 00:00:00, 2020-04-23 00:00:00, nan, nan, nan, nan, nan, nan
2020-04-24 00:00:00, 2020-04-28 00:00:00, nan, nan, nan, nan, nan, nan
2020-04-29 00:00:00, 2020-05-03 00:00:00, nan, nan, nan, nan, nan, nan
2020-05-04 00:00:00, 2020-05-08 00:00:00, nan, nan, nan, nan, nan, nan
2020-05-09 00:00:00, 2020-05-13 00:00:00, nan, nan, nan, nan, nan, nan
2020-05-14 00:00:00, 2020-05-18 00:00:00, nan, nan, nan, nan, nan, nan
2020-05-19 00:00:00, 2020-05-23 00:00:00, nan, nan, nan, nan, nan, nan
2020-05-24 00:00:00, 2020-05-28 00:00:00, nan, nan, nan, nan, nan, nan
2020-05-29 00:00:00, 2020-06-02 00:00:00, nan, nan, nan, nan, nan, nan
2020-06-03 00:00:00, 2020-06-07 00:00:00, nan, nan, nan, nan, nan, nan
2020-06-08 00:00:00, 2020-06-12 00:00:00, nan, nan, nan, nan, nan, nan
2020-06-13 00:00:00, 2020-06-17 00:00:00, nan, nan, nan, nan, nan, nan
2020-06-18 00:00:00, 2020-06-22 00:00:00, nan, nan, nan, nan, nan, nan
2020-06-23 00:00:00, 2020-06-27 00:00:00, nan, nan, nan, nan, nan, nan
2020-06-28 00:00:00, 2020-07-02 00:00:00, nan, nan, nan, nan, nan, nan
2020-07-03 00:00:00, 2020-07-07 00:00:00, nan, nan, nan, nan, nan, nan
2020-07-08 00:00:00, 2020-07-12 00:00:00, nan, nan, nan, nan, nan, nan
2020-07-13 00:00:00, 2020-07-17 00:00:00, nan, nan, nan, nan, nan, nan
2020-07-18 00:00:00, 2020-07-22 00:00:00, nan, nan, nan, nan, nan, nan
2020-07-23 00:00:00, 2020-07-27 00:00:00, nan, nan, nan, nan, nan, nan
2020-07-28 00:00:00, 2020-08-01 00:00:00, nan, nan, nan, nan, nan, nan
2020-08-02 00:00:00, 2020-08-06 00:00:00, nan, nan, nan, nan, nan, nan
2020-08-07 00:00:00, 2020-08-11 00:00:00, nan, nan, nan, nan, nan, nan
2020-08-12 00:00:00, 2020-08-16 00:00:00, nan, nan, nan, nan, nan, nan
2020-08-17 00:00:00, 2020-08-21 00:00:00, nan, nan, nan, nan, nan, nan
2020-08-22 00:00:00, 2020-08-26 00:00:00, nan, nan, nan, nan, nan, nan
2020-08-27 00:00:00, 2020-08-31 00:00:00, nan, nan, nan, nan, nan, nan
2020-09-01 00:00:00, 2020-09-05 00:00:00, nan, nan, nan, nan, nan, nan
2020-09-06 00:00:00, 2020-09-10 00:00:00, nan, nan, nan, nan, nan, nan
2020-09-11 00:00:00, 2020-09-15 00:00:00, nan, nan, nan, nan, nan, nan
2020-09-16 00:00:00, 2020-09-20 00:00:00, nan, nan, nan, nan, nan, nan
2020-09-21 00:00:00, 2020-09-25 00:00:00, nan, nan, nan, nan, nan, nan
2020-09-26 00:00:00, 2020-09-30 00:00:00, nan, nan, nan, nan, nan, nan
2020-10-01 00:00:00, 2020-10-05 00:00:00, nan, nan, nan, nan, nan, nan
2020-10-06 00:00:00, 2020-10-10 00:00:00, nan, nan, nan, nan, nan, nan
2020-10-11 00:00:00, 2020-10-15 00:00:00, nan, nan, nan, nan, nan, nan
2020-10-16 00:00:00, 2020-10-20 00:00:00, nan, nan, nan, nan, nan, nan
2020-10-21 00:00:00, 2020-10-25 00:00:00, nan, nan, nan, nan, nan, nan
2020-10-26 00:00:00, 2020-10-30 00:00:00, nan, nan, nan, nan, nan, nan
2020-10-31 00:00:00, 2020-11-04 00:00:00, nan, nan, nan, nan, nan, nan
2020-11-05 00:00:00, 2020-11-09 00:00:00, nan, nan, nan, nan, nan, nan
2020-11-10 00:00:00, 2020-11-14 00:00:00, nan, nan, nan, nan, nan, nan
2020-11-15 00:00:00, 2020-11-19 00:00:00, nan, nan, nan, nan, nan, nan
2020-11-20 00:00:00, 2020-11-24 00:00:00, nan, nan, nan, nan, nan, nan
2020-11-25 00:00:00, 2020-11-29 00:00:00, nan, nan, nan, nan, nan, nan
2020-11-30 00:00:00, 2020-12-04 00:00:00, nan, nan, nan, nan, nan, nan
2020-12-05 00:00:00, 2020-12-09 00:00:00, nan, nan, nan, nan, nan, nan
2020-12-10 00:00:00, 2020-12-14 00:00:00, nan, nan, nan, nan, nan, nan
2020-12-15 00:00:00, 2020-12-19 00:00:00, nan, nan, nan, nan, nan, nan
2020-12-20 00:00:00, 2020-12-24 00:00:00, nan, nan, nan, nan, nan, nan
2020-12-25 00:00:00, 2020-12-29 00:00:00, nan, nan, nan, nan, nan, nan
2020-12-30 00:00:00, 2021-01-03 00:00:00, nan, nan, nan, nan, nan, nan
2021-01-04 00:00:00, 2021-01-08 00:00:00, nan, nan, nan, nan, nan, nan
2021-01-09 00:00:00, 2021-01-13 00:00:00, nan, nan, nan, nan, nan, nan
2021-01-14 00:00:00, 2021-01-18 00:00:00, nan, nan, nan, nan, nan, nan
2021-01-19 00:00:00, 2021-01-23 00:00:00, nan, nan, nan, nan, nan, nan
2021-01-24 00:00:00, 2021-01-28 00:00:00, nan, nan, nan, nan, nan, nan
2021-01-29 00:00:00, 2021-02-02 00:00:00, nan, nan, nan, nan, nan, nan
2021-02-03 00:00:00, 2021-02-07 00:00:00, nan, nan, nan, nan, nan, nan
2021-02-08 00:00:00, 2021-02-12 00:00:00, nan, nan, nan, nan, nan, nan
2021-02-13 00:00:00, 2021-02-17 00:00:00, nan, nan, nan, nan, nan, nan
2021-02-18 00:00:00, 2021-02-22 00:00:00, nan, nan, nan, nan, nan, nan
2021-02-23 00:00:00, 2021-02-27 00:00:00, nan, nan, nan, nan, nan, nan
2021-02-28 00:00:00, 2021-03-04 00:00:00, nan, nan, nan, nan, nan, nan
2021-03-05 00:00:00, 2021-03-09 00:00:00, nan, nan, nan, nan, nan, nan
2021-03-10 00:00:00, 2021-03-14 00:00:00, nan, nan, nan, nan, nan, nan
2021-03-15 00:00:00, 2021-03-19 00:00:00, nan, nan, nan, nan, nan, nan
2021-03-20 00:00:00, 2021-03-24 00:00:00, nan, nan, nan, nan, nan, nan
2021-03-25 00:00:00, 2021-03-29 00:00:00, nan, nan, nan, nan, nan, nan
2021-03-30 00:00:00, 2021-04-03 00:00:00, nan, nan, nan, nan, nan, nan
2021-04-04 00:00:00, 2021-04-08 00:00:00, nan, nan, nan, nan, nan, nan
2021-04-09 00:00:00, 2021-04-13 00:00:00, nan, nan, nan, nan, nan, nan
2021-04-14 00:00:00, 2021-04-18 00:00:00, nan, nan, nan, nan, nan, nan
2021-04-19 00:00:00, 2021-04-23 00:00:00, nan, nan, nan, nan, nan, nan
2021-04-24 00:00:00, 2021-04-28 00:00:00, nan, nan, nan, nan, nan, nan
2021-04-29 00:00:00, 2021-05-03 00:00:00, nan, nan, nan, nan, nan, nan
2021-05-04 00:00:00, 2021-05-08 00:00:00, nan, nan, nan, nan, nan, nan
2021-05-09 00:00:00, 2021-05-13 00:00:00, nan, nan, nan, nan, nan, nan
2021-05-14 00:00:00, 2021-05-18 00:00:00, nan, nan, nan, nan, nan, nan
2021-05-19 00:00:00, 2021-05-23 00:00:00, nan, nan, nan, nan, nan, nan
2021-05-24 00:00:00, 2021-05-28 00:00:00, nan, nan, nan, nan, nan, nan
2021-05-29 00:00:00, 2021-06-02 00:00:00, nan, nan, nan, nan, nan, nan
2021-06-03 00:00:00, 2021-06-07 00:00:00, nan, nan, nan, nan, nan, nan
2021-06-08 00:00:00, 2021-06-12 00:00:00, nan, nan, nan, nan, nan, nan
2021-06-13 00:00:00, 2021-06-17 00:00:00, nan, nan, nan, nan, nan, nan
2021-06-18 00:00:00, 2021-06-22 00:00:00, nan, nan, nan, nan, nan, nan
2021-06-23 00:00:00, 2021-06-27 00:00:00, nan, nan, nan, nan, nan, nan
2021-06-28 00:00:00, 2021-07-02 00:00:00, nan, nan, nan, nan, nan, nan
2021-07-03 00:00:00, 2021-07-07 00:00:00, nan, nan, nan, nan, nan, nan
2021-07-08 00:00:00, 2021-07-12 00:00:00, nan, nan, nan, nan, nan, nan
2021-07-13 00:00:00, 2021-07-17 00:00:00, nan, nan, nan, nan, nan, nan
2021-07-18 00:00:00, 2021-07-22 00:00:00, nan, nan, nan, nan, nan, nan
2021-07-23 00:00:00, 2021-07-27 00:00:00, nan, nan, nan, nan, nan, nan
2021-07-28 00:00:00, 2021-08-01 00:00:00, nan, nan, nan, nan, nan, nan
2021-08-02 00:00:00, 2021-08-06 00:00:00, nan, nan, nan, nan, nan, nan
2021-08-07 00:00:00, 2021-08-11 00:00:00, nan, nan, nan, nan, nan, nan
2021-08-12 00:00:00, 2021-08-16 00:00:00, nan, nan, nan, nan, nan, nan
2021-08-17 00:00:00, 2021-08-21 00:00:00, nan, nan, nan, nan, nan, nan
2021-08-22 00:00:00, 2021-08-26 00:00:00, nan, nan, nan, nan, nan, nan
2021-08-27 00:00:00, 2021-08-31 00:00:00, nan, nan, nan, nan, nan, nan
2021-09-01 00:00:00, 2021-09-05 00:00:00, nan, nan, nan, nan, nan, nan
2021-09-06 00:00:00, 2021-09-10 00:00:00, nan, nan, nan, nan, nan, nan
2021-09-11 00:00:00, 2021-09-15 00:00:00, nan, nan, nan, nan, nan, nan
2021-09-16 00:00:00, 2021-09-20 00:00:00, nan, nan, nan, nan, nan, nan
2021-09-21 00:00:00, 2021-09-25 00:00:00, nan, nan, nan, nan, nan, nan
2021-09-26 00:00:00, 2021-09-30 00:00:00, nan, nan, nan, nan, nan, nan
2021-10-01 00:00:00, 2021-10-05 00:00:00, nan, nan, nan, nan, nan, nan
2021-10-06 00:00:00, 2021-10-10 00:00:00, nan, nan, nan, nan, nan, nan
2021-10-11 00:00:00, 2021-10-15 00:00:00, nan, nan, nan, nan, nan, nan
2021-10-16 00:00:00, 2021-10-20 00:00:00, nan, nan, nan, nan, nan, nan
2021-10-21 00:00:00, 2021-10-25 00:00:00, nan, nan, nan, nan, nan, nan
2021-10-26 00:00:00, 2021-10-30 00:00:00, nan, nan, nan, nan, nan, nan
2021-10-31 00:00:00, 2021-11-04 00:00:00, nan, nan, nan, nan, nan, nan
2021-11-05 00:00:00, 2021-11-09 00:00:00, nan, nan, nan, nan, nan, nan
2021-11-10 00:00:00, 2021-11-14 00:00:00, nan, nan, nan, nan, nan, nan
2021-11-15 00:00:00, 2021-11-19 00:00:00, nan, nan, nan, nan, nan, nan
2021-11-20 00:00:00, 2021-11-24 00:00:00, nan, nan, nan, nan, nan, nan
2021-11-25 00:00:00, 2021-11-29 00:00:00, nan, nan, nan, nan, nan, nan
2021-11-30 00:00:00, 2021-12-04 00:00:00, nan, nan, nan, nan, nan, nan
2021-12-05 00:00:00, 2021-12-09 00:00:00, nan, nan, nan, nan, nan, nan
2021-12-10 00:00:00, 2021-12-14 00:00:00, nan, nan, nan, nan, nan, nan
2021-12-15 00:00:00, 2021-12-19 00:00:00, nan, nan, nan, nan, nan, nan
2021-12-20 00:00:00, 2021-12-24 00:00:00, nan, nan, nan, nan, nan, nan
2021-12-25 00:00:00, 2021-12-29 00:00:00, nan, nan, nan, nan, nan, nan
2021-12-30 00:00:00, 2022-01-03 00:00:00, nan, nan, nan, nan, nan, nan
2022-01-04 00:00:00, 2022-01-08 00:00:00, nan, nan, nan, nan, nan, nan
2022-01-09 00:00:00, 2022-01-13 00:00:00, nan, nan, nan, nan, nan, nan
2022-01-14 00:00:00, 2022-01-18 00:00:00, nan, nan, nan, nan, nan, nan
2022-01-19 00:00:00, 2022-01-23 00:00:00, nan, nan, nan, nan, nan, nan
2022-01-24 00:00:00, 2022-01-28 00:00:00, nan, nan, nan, nan, nan, nan
2022-01-29 00:00:00, 2022-02-02 00:00:00, nan, nan, nan, nan, nan, nan
2022-02-03 00:00:00, 2022-02-07 00:00:00, nan, nan, nan, nan, nan, nan
2022-02-08 00:00:00, 2022-02-12 00:00:00, nan, nan, nan, nan, nan, nan
2022-02-13 00:00:00, 2022-02-17 00:00:00, nan, nan, nan, nan, nan, nan
2022-02-18 00:00:00, 2022-02-22 00:00:00, nan, nan, nan, nan, nan, nan
2022-02-23 00:00:00, 2022-02-27 00:00:00, nan, nan, nan, nan, nan, nan
2022-02-28 00:00:00, 2022-03-04 00:00:00, nan, nan, nan, nan, nan, nan
2022-03-05 00:00:00, 2022-03-09 00:00:00, nan, nan, nan, nan, nan, nan
2022-03-10 00:00:00, 2022-03-14 00:00:00, nan, nan, nan, nan, nan, nan
2022-03-15 00:00:00, 2022-03-19 00:00:00, nan, nan, nan, nan, nan, nan
2022-03-20 00:00:00, 2022-03-24 00:00:00, nan, nan, nan, nan, nan, nan
2022-03-25 00:00:00, 2022-03-29 00:00:00, nan, nan, nan, nan, nan, nan
2022-03-30 00:00:00, 2022-04-03 00:00:00, nan, nan, nan, nan, nan, nan
2022-04-04 00:00:00, 2022-04-08 00:00:00, nan, nan, nan, nan, nan, nan
2022-04-09 00:00:00, 2022-04-13 00:00:00, nan, nan, nan, nan, nan, nan
2022-04-14 00:00:00, 2022-04-18 00:00:00, nan, nan, nan, nan, nan, nan
2022-04-19 00:00:00, 2022-04-23 00:00:00, nan, nan, nan, nan, nan, nan
2022-04-24 00:00:00, 2022-04-28 00:00:00, nan, nan, nan, nan, nan, nan
2022-04-29 00:00:00, 2022-05-03 00:00:00, nan, nan, nan, nan, nan, nan
2022-05-04 00:00:00, 2022-05-08 00:00:00, nan, nan, nan, nan, nan, nan
2022-05-09 00:00:00, 2022-05-13 00:00:00, nan, nan, nan, nan, nan, nan
2022-05-14 00:00:00, 2022-05-18 00:00:00, nan, nan, nan, nan, nan, nan
2022-05-19 00:00:00, 2022-05-23 00:00:00, nan, nan, nan, nan, nan, nan
2022-05-24 00:00:00, 2022-05-28 00:00:00, nan, nan, nan, nan, nan, nan
2022-05-29 00:00:00, 2022-06-02 00:00:00, nan, nan, nan, nan, nan, nan
2022-06-03 00:00:00, 2022-06-07 00:00:00, nan, nan, nan, nan, nan, nan
2022-06-08 00:00:00, 2022-06-12 00:00:00, nan, nan, nan, nan, nan, nan
2022-06-13 00:00:00, 2022-06-17 00:00:00, nan, nan, nan, nan, nan, nan
2022-06-18 00:00:00, 2022-06-22 00:00:00, nan, nan, nan, nan, nan, nan
2022-06-23 00:00:00, 2022-06-27 00:00:00, nan, nan, nan, nan, nan, nan
2022-06-28 00:00:00, 2022-07-02 00:00:00, nan, nan, nan, nan, nan, nan
2022-07-03 00:00:00, 2022-07-07 00:00:00, nan, nan, nan, nan, nan, nan
2022-07-08 00:00:00, 2022-07-12 00:00:00, nan, nan, nan, nan, nan, nan
2022-07-13 00:00:00, 2022-07-17 00:00:00, nan, nan, nan, nan, nan, nan
2022-07-18 00:00:00, 2022-07-22 00:00:00, nan, nan, nan, nan, nan, nan
2022-07-23 00:00:00, 2022-07-27 00:00:00, nan, nan, nan, nan, nan, nan
2022-07-28 00:00:00, 2022-08-01 00:00:00, nan, nan, nan, nan, nan, nan
2022-08-02 00:00:00, 2022-08-06 00:00:00, nan, nan, nan, nan, nan, nan
2022-08-07 00:00:00, 2022-08-11 00:00:00, nan, nan, nan, nan, nan, nan
2022-08-12 00:00:00, 2022-08-16 00:00:00, nan, nan, nan, nan, nan, nan
2022-08-17 00:00:00, 2022-08-21 00:00:00, nan, nan, nan, nan, nan, nan
2022-08-22 00:00:00, 2022-08-26 00:00:00, nan, nan, nan, nan, nan, nan
2022-08-27 00:00:00, 2022-08-31 00:00:00, nan, nan, nan, nan, nan, nan
2022-09-01 00:00:00, 2022-09-05 00:00:00, nan, nan, nan, nan, nan, nan
2022-09-06 00:00:00, 2022-09-10 00:00:00, nan, nan, nan, nan, nan, nan
2022-09-11 00:00:00, 2022-09-15 00:00:00, nan, nan, nan, nan, nan, nan
2022-09-16 00:00:00, 2022-09-20 00:00:00, nan, nan, nan, nan, nan, nan
2022-09-21 00:00:00, 2022-09-25 00:00:00, nan, nan, nan, nan, nan, nan
2022-09-26 00:00:00, 2022-09-30 00:00:00, nan, nan, nan, nan, nan, nan
2022-10-01 00:00:00, 2022-10-05 00:00:00, nan, nan, nan, nan, nan, nan
2022-10-06 00:00:00, 2022-10-10 00:00:00, nan, nan, nan, nan, nan, nan
2022-10-11 00:00:00, 2022-10-15 00:00:00, nan, nan, nan, nan, nan, nan
2022-10-16 00:00:00, 2022-10-20 00:00:00, nan, nan, nan, nan, nan, nan
2022-10-21 00:00:00, 2022-10-25 00:00:00, nan, nan, nan, nan, nan, nan
2022-10-26 00:00:00, 2022-10-30 00:00:00, nan, nan, nan, nan, nan, nan
2022-10-31 00:00:00, 2022-11-04 00:00:00, nan, nan, nan, nan, nan, nan
2022-11-05 00:00:00, 2022-11-09 00:00:00, nan, nan, nan, nan, nan, nan
2022-11-10 00:00:00, 2022-11-14 00:00:00, nan, nan, nan, nan, nan, nan
2022-11-15 00:00:00, 2022-11-19 00:00:00, nan, nan, nan, nan, nan, nan
2022-11-20 00:00:00, 2022-11-24 00:00:00, nan, nan, nan, nan, nan, nan
2022-11-25 00:00:00, 2022-11-29 00:00:00, nan, nan, nan, nan, nan, nan
2022-11-30 00:00:00, 2022-12-04 00:00:00, nan, nan, nan, nan, nan, nan
2022-12-05 00:00:00, 2022-12-09 00:00:00, nan, nan, nan, nan, nan, nan
2022-12-10 00:00:00, 2022-12-14 00:00:00, nan, nan, nan, nan, nan, nan
2022-12-15 00:00:00, 2022-12-19 00:00:00, nan, nan, nan, nan, nan, nan
2022-12-20 00:00:00, 2022-12-24 00:00:00, nan, nan, nan, nan, nan, nan
2022-12-25 00:00:00, 2022-12-29 00:00:00, nan, nan, nan, nan, nan, nan
2022-12-30 00:00:00, 2023-01-03 00:00:00, nan, nan, nan, nan, nan, nan
2023-01-04 00:00:00, 2023-01-08 00:00:00, nan, nan, nan, nan, nan, nan
2023-01-09 00:00:00, 2023-01-13 00:00:00, nan, nan, nan, nan, nan, nan
2023-01-14 00:00:00, 2023-01-18 00:00:00, nan, nan, nan, nan, nan, nan
2023-01-19 00:00:00, 2023-01-23 00:00:00, nan, nan, nan, nan, nan, nan
2023-01-24 00:00:00, 2023-01-28 00:00:00, nan, nan, nan, nan, nan, nan
2023-01-29 00:00:00, 2023-02-02 00:00:00, nan, nan, nan, nan, nan, nan
2023-02-03 00:00:00, 2023-02-07 00:00:00, nan, nan, nan, nan, nan, nan
2023-02-08 00:00:00, 2023-02-12 00:00:00, nan, nan, nan, nan, nan, nan
2023-02-13 00:00:00, 2023-02-17 00:00:00, nan, nan, nan, nan, nan, nan
2023-02-18 00:00:00, 2023-02-22 00:00:00, nan, nan, nan, nan, nan, nan
2023-02-23 00:00:00, 2023-02-27 00:00:00, nan, nan, nan, nan, nan, nan
2023-02-28 00:00:00, 2023-03-04 00:00:00, nan, nan, nan, nan, nan, nan
2023-03-05 00:00:00, 2023-03-09 00:00:00, nan, nan, nan, nan, nan, nan
2023-03-10 00:00:00, 2023-03-14 00:00:00, nan, nan, nan, nan, nan, nan
2023-03-15 00:00:00, 2023-03-19 00:00:00, nan, nan, nan, nan, nan, nan
2023-03-20 00:00:00, 2023-03-24 00:00:00, nan, nan, nan, nan, nan, nan
2023-03-25 00:00:00, 2023-03-29 00:00:00, nan, nan, nan, nan, nan, nan
2023-03-30 00:00:00, 2023-04-03 00:00:00, nan, nan, nan, nan, nan, nan
2023-04-04 00:00:00, 2023-04-08 00:00:00, nan, nan, nan, nan, nan, nan
2023-04-09 00:00:00, 2023-04-13 00:00:00, nan, nan, nan, nan, nan, nan
2023-04-14 00:00:00, 2023-04-18 00:00:00, nan, nan, nan, nan, nan, nan
2023-04-19 00:00:00, 2023-04-23 00:00:00, nan, nan, nan, nan, nan, nan
2023-04-24 00:00:00, 2023-04-28 00:00:00, nan, nan, nan, nan, nan, nan
2023-04-29 00:00:00, 2023-05-03 00:00:00, nan, nan, nan, nan, nan, nan
2023-05-04 00:00:00, 2023-05-08 00:00:00, nan, nan, nan, nan, nan, nan
2023-05-09 00:00:00, 2023-05-13 00:00:00, nan, nan, nan, nan, nan, nan
2023-05-14 00:00:00, 2023-05-18 00:00:00, nan, nan, nan, nan, nan, nan
2023-05-19 00:00:00, 2023-05-23 00:00:00, nan, nan, nan, nan, nan, nan
2023-05-24 00:00:00, 2023-05-28 00:00:00, nan, nan, nan, nan, nan, nan
2023-05-29 00:00:00, 2023-06-02 00:00:00, nan, nan, nan, nan, nan, nan
2023-06-03 00:00:00, 2023-06-07 00:00:00, nan, nan, nan, nan, nan, nan
2023-06-08 00:00:00, 2023-06-12 00:00:00, nan, nan, nan, nan, nan, nan
2023-06-13 00:00:00, 2023-06-17 00:00:00, nan, nan, nan, nan, nan, nan
2023-06-18 00:00:00, 2023-06-22 00:00:00, nan, nan, nan, nan, nan, nan
2023-06-23 00:00:00, 2023-06-27 00:00:00, nan, nan, nan, nan, nan, nan
2023-06-28 00:00:00, 2023-07-02 00:00:00, nan, nan, nan, nan, nan, nan
2023-07-03 00:00:00, 2023-07-07 00:00:00, nan, nan, nan, nan, nan, nan
2023-07-08 00:00:00, 2023-07-12 00:00:00, nan, nan, nan, nan, nan, nan
2023-07-13 00:00:00, 2023-07-17 00:00:00, nan, nan, nan, nan, nan, nan
2023-07-18 00:00:00, 2023-07-22 00:00:00, nan, nan, nan, nan, nan, nan
2023-07-23 00:00:00, 2023-07-27 00:00:00, nan, nan, nan, nan, nan, nan
2023-07-28 00:00:00, 2023-08-01 00:00:00, nan, nan, nan, nan, nan, nan
2023-08-02 00:00:00, 2023-08-06 00:00:00, nan, nan, nan, nan, nan, nan
2023-08-07 00:00:00, 2023-08-11 00:00:00, nan, nan, nan, nan, nan, nan
2023-08-12 00:00:00, 2023-08-16 00:00:00, nan, nan, nan, nan, nan, nan
2023-08-17 00:00:00, 2023-08-21 00:00:00, nan, nan, nan, nan, nan, nan
2023-08-22 00:00:00, 2023-08-26 00:00:00, nan, nan, nan, nan, nan, nan
2023-08-27 00:00:00, 2023-08-31 00:00:00, nan, nan, nan, nan, nan, nan
2023-09-01 00:00:00, 2023-09-05 00:00:00, nan, nan, nan, nan, nan, nan
2023-09-06 00:00:00, 2023-09-10 00:00:00, nan, nan, nan, nan, nan, nan
2023-09-11 00:00:00, 2023-09-15 00:00:00, nan, nan, nan, nan, nan, nan
2023-09-16 00:00:00, 2023-09-20 00:00:00, nan, nan, nan, nan, nan, nan
2023-09-21 00:00:00, 2023-09-25 00:00:00, nan, nan, nan, nan, nan, nan
2023-09-26 00:00:00, 2023-09-30 00:00:00, nan, nan, nan, nan, nan, nan
2023-10-01 00:00:00, 2023-10-05 00:00:00, nan, nan, nan, nan, nan, nan
2023-10-06 00:00:00, 2023-10-10 00:00:00, nan, nan, nan, nan, nan, nan
2023-10-11 00:00:00, 2023-10-15 00:00:00, nan, nan, nan, nan, nan, nan
2023-10-16 00:00:00, 2023-10-20 00:00:00, nan, nan, nan, nan, nan, nan
2023-10-21 00:00:00, 2023-10-25 00:00:00, nan, nan, nan, nan, nan, nan
2023-10-26 00:00:00, 2023-10-30 00:00:00, nan, nan, nan, nan, nan, nan
